DATE (MM/DD/YYYY),HOUR-MST,Avg Global Horiz (platform) [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horiz [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Temp CM22 (platform) [deg C],Avg Temp CHP1 [deg C]
1/14/2015,10,144.1556,0.4665,145.8318,9.0710,90.9083,15.0318,14.7025
1/14/2015,11,243.4881,7.4726,241.9712,9.8498,89.2467,16.1657,16.1470
1/14/2015,12,568.3732,639.1646,204.6340,12.7412,74.0778,19.5188,20.4128
1/14/2015,13,632.0244,877.1006,112.3050,15.6633,55.8763,23.1538,23.4735
1/14/2015,14,591.3946,788.2529,143.8145,16.4532,47.9613,24.0777,23.4002
1/14/2015,15,354.9569,302.1595,200.4737,15.5745,48.0352,22.8945,21.9297
1/14/2015,16,149.0376,188.7868,92.3196,13.8938,54.2418,19.1697,18.2913
1/14/2015,17,170.4007,583.3950,51.4053,15.2000,51.0460,20.9220,19.8985
1/14/2015,18,26.7875,187.3261,13.8780,13.6972,56.9415,19.0648,17.9508
1/14/2015,19,-1.8527,-0.4307,0.3582,12.7210,64.1813,17.6153,16.3768
1/14/2015,20,-1.9159,-0.4306,0.3582,12.1932,70.6698,17.0450,15.6792
1/14/2015,21,-1.8190,-0.4377,0.3582,11.5160,72.5807,16.3772,14.9373
1/14/2015,22,-1.7561,-0.4305,0.3546,10.3925,77.2505,15.5183,13.7722
1/14/2015,23,-1.7309,-0.4311,0.3433,9.5532,79.8372,14.7022,12.8618
1/15/2015,0,-1.6802,-0.4012,0.3255,8.7372,79.6158,13.8748,12.2778
1/15/2015,1,-1.6519,-0.4246,0.2233,8.5162,73.5442,13.5508,11.9207
1/15/2015,2,-1.6948,-0.2715,0.3222,8.4117,69.5585,13.5148,12.0185
1/15/2015,3,-1.6882,-0.3538,0.1587,7.4680,73.6253,12.5483,10.8765
1/15/2015,4,-1.6455,-0.4185,0.1143,7.3472,73.0318,12.3162,10.6613
1/15/2015,5,-1.7036,-0.3690,0.2035,6.8518,75.7497,11.9288,10.2757
1/15/2015,6,-1.5803,-0.4879,0.1566,6.8130,75.7303,11.7330,10.1820
1/15/2015,7,-1.5801,-0.3996,0.1014,6.8707,73.4475,11.8028,10.1230
1/15/2015,8,20.1010,181.2322,9.8301,7.1082,70.7748,12.0695,10.6527
1/15/2015,9,172.8201,670.6958,43.6775,8.7649,64.0390,13.8653,13.0310
1/15/2015,10,343.7078,791.9985,59.4640,11.2995,55.1683,16.9992,16.4525
1/15/2015,11,523.1932,957.5375,59.3706,14.6958,39.2432,21.0868,20.6115
1/15/2015,12,622.7641,990.7310,61.5055,16.6647,29.8083,23.6128,23.6850
1/15/2015,13,661.7238,1005.3646,61.7155,17.6880,27.3430,24.7932,25.3235
1/15/2015,14,630.9494,993.6486,61.4316,18.7122,25.0330,25.6193,26.2630
1/15/2015,15,537.7812,964.9629,58.4907,19.7018,23.7170,26.3497,26.7005
1/15/2015,16,386.9029,866.8314,62.8739,20.0203,23.8887,26.2462,26.1372
1/15/2015,17,188.5083,587.7332,63.6192,19.2205,23.7960,24.7615,24.2463
1/15/2015,18,26.8466,122.0345,19.5060,17.9788,22.9395,22.9528,22.2983
1/15/2015,19,-2.0846,-0.4304,0.3581,16.9450,23.6480,21.6283,20.9363
1/15/2015,20,-2.2021,-0.4305,0.3582,16.2173,24.8417,20.9992,20.1162
1/15/2015,21,-2.2353,-0.3744,0.3582,15.6150,23.9203,20.4823,19.5167
1/15/2015,22,-2.2806,-0.4305,0.3582,14.4463,24.8698,19.3873,18.2168
1/15/2015,23,-2.1609,-0.4561,0.3582,14.2623,22.7300,19.0917,17.9545
1/16/2015,0,-2.1008,-0.4624,0.3582,14.3380,22.1132,19.1140,18.0522
1/16/2015,1,-2.1179,-0.3920,0.3582,14.1757,24.4913,19.1132,18.1130
1/16/2015,2,-2.0363,-0.3079,0.3579,12.2330,27.6353,17.2215,16.0742
1/16/2015,3,-1.9937,-0.3758,0.3581,11.6288,29.2468,16.5577,15.3297
1/16/2015,4,-1.9354,-0.4320,0.3510,11.2018,31.7007,16.1010,14.9315
1/16/2015,5,-1.8545,-0.4306,0.3400,10.7247,34.0070,15.6345,14.4423
1/16/2015,6,-1.7932,-0.4306,0.2525,11.0502,32.2162,15.8860,14.5783
1/16/2015,7,-2.0021,-0.3782,0.2962,10.7513,32.9018,15.7530,14.2422
1/16/2015,8,8.0065,27.3756,8.1816,9.9990,37.4338,14.9267,13.5903
1/16/2015,9,180.7027,717.2366,38.6731,11.2863,36.3097,16.4073,15.3902
1/16/2015,10,380.8651,916.4649,51.9138,13.5018,31.5958,19.2323,18.5238
1/16/2015,11,538.1327,986.4378,57.9990,15.9368,26.9162,22.0643,21.6343
1/16/2015,12,640.5207,1014.7883,61.9260,17.7053,24.1140,24.1268,23.6103
1/16/2015,13,679.6512,1027.5643,62.2679,19.1630,21.3448,25.6657,25.3953
1/16/2015,14,649.3338,1020.3038,61.0555,20.8103,18.5688,27.5183,27.7975
1/16/2015,15,554.1113,992.4684,57.9374,21.7180,16.8827,28.3938,28.4958
1/16/2015,16,399.7215,925.7943,51.9889,22.5222,14.3477,28.6858,28.5945
1/16/2015,17,205.3299,768.9106,40.0307,22.9428,13.7632,28.1432,27.7912
1/16/2015,18,30.9810,246.2885,13.8186,21.5033,15.2512,26.2947,25.5307
1/16/2015,19,-2.3820,-0.4313,0.3868,19.5938,19.0702,24.2587,23.2430
1/16/2015,20,-2.3855,-0.4259,0.3581,17.2147,26.1840,22.1285,20.8383
1/16/2015,21,-2.3480,-0.4305,0.3503,15.7442,28.9112,20.6537,18.9075
1/16/2015,22,-2.1382,-0.4329,0.3346,14.7472,31.5740,19.6677,17.5900
1/16/2015,23,-2.0236,-0.3736,0.2695,13.4455,34.7645,18.4552,16.7328
1/17/2015,0,-2.0210,-0.3925,0.2558,12.5417,39.0208,17.5832,15.6392
1/17/2015,1,-1.7614,-0.3603,0.3289,10.9405,44.7853,15.9992,14.3935
1/17/2015,2,-1.7298,-0.3885,0.3384,9.9215,48.2390,14.9985,13.5237
1/17/2015,3,-1.6481,-0.3713,0.2419,9.1133,50.7832,14.1005,12.6422
1/17/2015,4,-1.6964,-0.3345,0.2565,9.0868,50.0412,14.1630,12.5608
1/17/2015,5,-1.7114,-0.4502,0.2996,8.4478,54.0967,13.4270,11.5805
1/17/2015,6,-1.7254,-0.4075,0.3269,8.1314,54.9302,13.1542,11.4645
1/17/2015,7,-1.6337,-0.3733,0.0776,7.3516,58.1292,12.3590,10.6713
1/17/2015,8,20.2926,181.0222,9.7481,7.4499,58.6867,12.4943,10.9102
1/17/2015,9,178.5865,716.8705,37.1594,8.6970,52.8688,13.9013,12.8552
1/17/2015,10,373.1672,892.1231,50.7060,11.7457,44.6503,17.4693,16.6337
1/17/2015,11,529.1400,966.0896,57.1962,15.6275,33.3648,21.7867,21.3660
1/17/2015,12,632.4138,1000.7000,60.8658,18.1155,28.3965,24.9650,25.1422
1/17/2015,13,669.5821,1010.0503,61.6232,20.0637,23.7627,27.0065,27.7625
1/17/2015,14,640.2383,1003.5022,60.8424,21.9505,18.6313,29.0215,30.0410
1/17/2015,15,543.8478,970.7185,58.2753,23.6467,15.9012,30.6068,31.2663
1/17/2015,16,392.1415,903.8357,52.1844,24.3858,14.0578,30.7002,31.2850
1/17/2015,17,202.7840,748.1487,40.1592,23.9295,14.3105,29.6683,29.1807
1/17/2015,18,32.1256,243.8653,14.4860,20.7518,21.4257,26.2305,25.1437
1/17/2015,19,-2.3661,-0.4283,0.3983,18.3322,26.8493,23.2763,22.2987
1/17/2015,20,-2.2846,-0.4304,0.3582,16.9393,30.9410,21.8487,20.8397
1/17/2015,21,-2.0213,-0.4305,0.3582,15.6347,35.7150,20.6742,19.2787
1/17/2015,22,-2.0081,-0.4019,0.3582,14.4097,39.0263,19.4845,17.9742
1/17/2015,23,-1.6988,-0.4277,0.3118,13.0483,43.8563,17.9272,16.6088
1/18/2015,0,-1.8417,-0.3665,0.3142,12.8048,44.9058,17.8987,16.5763
1/18/2015,1,-1.7505,-0.2277,0.3496,10.8722,52.5727,16.1165,14.7330
1/18/2015,2,-1.7226,-0.4287,0.3049,10.2388,54.7558,15.3750,13.7365
1/18/2015,3,-1.6782,-0.4320,0.3571,9.7203,56.1605,14.7580,13.2958
1/18/2015,4,-1.6408,-0.4038,0.3385,8.8262,58.7695,13.9953,12.4475
1/18/2015,5,-1.5964,-0.4216,0.2689,8.1359,61.8672,13.2222,11.6802
1/18/2015,6,-1.4895,-0.4337,0.3288,7.8594,59.1903,12.7093,11.4015
1/18/2015,7,-1.6616,-0.3891,0.2491,8.3726,53.6462,13.4017,11.8030
1/18/2015,8,21.3784,183.8584,10.5778,7.8760,57.4558,12.8037,11.5757
1/18/2015,9,175.7600,695.7209,37.3933,9.5845,51.5515,14.6223,13.6158
1/18/2015,10,370.1329,878.4750,51.6379,13.7970,40.8240,19.1747,18.6902
1/18/2015,11,519.3591,928.6277,65.0195,17.0510,32.5005,23.1388,22.8050
1/18/2015,12,626.1499,986.6727,61.5793,20.3873,23.6283,26.8660,26.8660
1/18/2015,13,663.4607,997.0782,62.4948,22.8692,20.2007,30.1293,29.6247
1/18/2015,14,634.4415,989.2754,61.3065,24.2150,18.2932,31.8675,31.0745
1/18/2015,15,541.8561,961.9465,58.8929,25.5343,14.5457,32.8125,31.8297
1/18/2015,16,394.4342,890.8720,57.2197,25.2935,15.5380,32.3092,31.0007
1/18/2015,17,208.4074,706.0016,50.5942,23.8595,18.4650,30.0527,28.8095
1/18/2015,18,37.6536,168.8504,24.5151,21.4270,21.8250,26.8033,25.7077
1/18/2015,19,-2.3663,-0.4302,0.3831,19.1578,27.6113,24.0992,23.1563
1/18/2015,20,-2.1771,-0.4304,0.3582,17.7380,30.9982,22.6567,21.7460
1/18/2015,21,-2.0490,-0.4305,0.3582,16.7090,34.6207,21.6602,20.6365
1/18/2015,22,-2.0958,-0.4305,0.3578,15.5340,37.7623,20.5882,19.0690
1/18/2015,23,-1.8292,-0.4304,0.3555,13.8895,42.4858,18.9028,17.6758
1/19/2015,0,-1.7121,-0.3998,0.3401,13.4543,44.6532,18.5175,17.2235
1/19/2015,1,-1.7752,-0.3150,0.3571,12.2637,48.8123,17.4777,16.2707
1/19/2015,2,-1.7256,-0.3889,0.3582,10.9588,54.0342,16.0465,14.8190
1/19/2015,3,-1.6542,-0.4246,0.3474,10.6567,53.2075,15.4677,14.0688
1/19/2015,4,-1.7161,-0.4220,0.2560,10.0368,55.4375,15.1520,13.5425
1/19/2015,5,-1.7040,-0.3936,0.2453,9.5840,57.0793,14.6825,12.8935
1/19/2015,6,-1.6810,-0.4324,0.3369,9.0408,58.8682,14.0847,12.4808
1/19/2015,7,-1.5949,-0.3825,0.2215,9.1345,57.3088,14.0697,12.4308
1/19/2015,8,21.4506,186.0201,10.3015,8.5716,57.4142,13.5230,12.1520
1/19/2015,9,179.1174,704.1829,37.8036,9.9632,51.8068,15.4562,14.2102
1/19/2015,10,372.1111,875.1156,52.3512,13.8845,40.9600,19.4703,18.8443
1/19/2015,11,524.5129,947.2677,58.3741,16.5087,33.8855,22.8037,23.1183
1/19/2015,12,630.1243,978.7817,66.8513,20.0518,25.3330,26.7077,27.0265
1/19/2015,13,662.8866,987.5429,65.3977,23.0483,20.4175,30.0067,31.2737
1/19/2015,14,634.8335,977.0357,68.0455,24.9792,18.5557,32.4027,32.5585
1/19/2015,15,546.6623,915.7576,85.6149,26.2350,15.1087,33.4875,33.0402
1/19/2015,16,391.1592,885.0657,54.7487,25.9320,15.9230,33.0538,31.9308
1/19/2015,17,210.2607,744.6122,44.5974,24.6683,17.6300,30.7537,29.5232
1/19/2015,18,36.2564,265.9932,16.1064,22.7993,21.5352,28.0533,26.8865
1/19/2015,19,-2.3693,-0.4303,0.4085,20.3807,26.7643,25.2275,24.3000
1/19/2015,20,-2.3153,-0.4279,0.3581,18.7367,31.2032,23.6050,22.7572
1/19/2015,21,-2.2424,-0.4305,0.3568,17.5785,34.6970,22.4603,21.0183
1/19/2015,22,-2.1228,-0.4111,0.3582,16.9033,33.5115,21.8477,20.4307
1/19/2015,23,-2.0797,-0.4304,0.3582,14.9558,40.4200,19.9697,18.6585
1/20/2015,0,-2.0417,-0.4182,0.3549,13.8142,44.9643,18.8767,17.4943
1/20/2015,1,-1.9493,-0.4298,0.3574,12.6898,48.0395,17.7322,16.2182
1/20/2015,2,-1.8851,-0.3681,0.3582,11.0948,53.5368,16.1882,14.9287
1/20/2015,3,-1.8072,-0.4306,0.3561,10.3993,56.0087,15.3862,14.0152
1/20/2015,4,-1.6798,-0.4306,0.3467,9.9135,55.5685,14.9298,13.3930
1/20/2015,5,-1.7017,-0.4306,0.2356,9.7392,54.2093,14.7120,13.2042
1/20/2015,6,-1.7170,-0.4165,0.3102,9.5533,54.3372,14.6017,13.1177
1/20/2015,7,-1.6990,-0.4003,0.3302,9.0600,55.6958,14.0430,12.7267
1/20/2015,8,22.2131,193.9676,10.4550,9.0262,54.5865,13.8395,12.5610
1/20/2015,9,182.5631,715.6586,37.6355,10.0558,51.3625,15.2990,14.2340
1/20/2015,10,378.4478,887.7346,51.1637,13.7613,39.4672,19.2922,18.4813
1/20/2015,11,514.7101,874.2618,83.3388,17.3542,30.8543,23.4630,23.0977
1/20/2015,12,637.6909,989.0992,66.2596,20.5538,24.0512,27.1703,27.3410
1/20/2015,13,673.0980,988.4974,71.8800,22.9835,19.1323,29.7728,30.2033
1/20/2015,14,631.5287,943.3693,82.1956,25.2487,12.3257,32.3298,33.2783
1/20/2015,15,552.4423,918.6570,82.8307,25.9428,11.2708,32.9623,33.0533
1/20/2015,16,405.6561,881.7859,63.6364,25.9970,11.2182,32.4928,32.4728
1/20/2015,17,217.1508,745.2050,46.0391,25.2943,12.1808,31.3288,30.4417
1/20/2015,18,40.0881,285.1168,18.2356,23.2203,14.2670,28.4922,27.3368
1/20/2015,19,-2.4282,-0.4303,0.4157,20.7220,18.5660,25.5772,24.4882
1/20/2015,20,-2.3824,-0.4778,0.3582,18.9910,22.3463,23.7677,22.6833
1/20/2015,21,-2.3740,-0.4305,0.3567,18.2572,24.1362,23.1067,21.4905
1/20/2015,22,-2.2534,-0.3414,0.3528,16.1877,28.5422,21.3523,19.9190
1/20/2015,23,-2.0652,-0.4305,0.3582,13.9862,35.4253,19.0363,17.6102
1/21/2015,0,-1.8324,-0.4305,0.3582,12.3663,39.5022,17.3232,16.1018
1/21/2015,1,-1.7144,-0.4305,0.3536,12.1650,36.2037,17.1155,15.7215
1/21/2015,2,-1.7074,-0.3937,0.3203,12.1323,34.5563,17.1577,15.8403
1/21/2015,3,-1.6007,-0.4200,0.3129,12.2477,34.8668,17.4150,15.9645
1/21/2015,4,-1.5474,-0.2586,0.3558,11.7293,36.1340,17.0683,15.6150
1/21/2015,5,-1.7126,-0.4307,0.3568,11.3302,37.6892,16.4378,15.0672
1/21/2015,6,-1.7228,-0.4277,0.3567,10.6357,39.5470,15.6032,14.4112
1/21/2015,7,-1.3949,-0.3579,0.2300,10.5543,41.1082,15.8290,14.3203
1/21/2015,8,9.8418,54.6647,8.8831,10.5430,41.3128,15.9962,14.5018
1/21/2015,9,64.4411,20.4386,61.0172,10.4653,43.9345,16.0175,14.9612
1/21/2015,10,347.5900,719.9890,78.5496,12.8523,36.9380,18.3803,17.6955
1/21/2015,11,529.2738,935.2939,65.5286,16.8448,27.7120,23.1518,22.9070
1/21/2015,12,632.2807,973.1271,68.3154,19.8712,20.7270,26.8060,27.2900
1/21/2015,13,666.8860,974.3824,70.9026,21.1852,19.4717,28.6370,29.0375
1/21/2015,14,640.6891,967.0113,70.6643,22.1470,18.9335,29.6288,29.0070
1/21/2015,15,549.3985,929.4928,71.4435,21.8057,20.8260,28.9375,28.1508
1/21/2015,16,398.5307,857.6807,62.4224,20.8758,22.9592,27.6380,26.3000
1/21/2015,17,210.5601,681.2592,51.5692,19.3930,27.2228,25.4535,24.0878
1/21/2015,18,39.6252,249.4996,19.4274,18.0250,29.6832,23.3157,22.1540
1/21/2015,19,-2.1153,-0.4305,0.4154,16.6005,32.5440,21.5382,20.4437
1/21/2015,20,-1.9568,-0.4305,0.3582,15.5033,36.2220,20.5577,19.3223
1/21/2015,21,-2.0136,-0.4305,0.3582,14.7375,39.9037,19.8123,18.4642
1/21/2015,22,-1.9884,-0.4305,0.3582,13.9173,43.5582,19.0498,17.5003
1/21/2015,23,-1.6370,-0.4305,0.3509,13.0723,49.7525,18.1960,16.8780
1/22/2015,0,-1.6107,-0.4305,0.3461,13.1275,48.7120,18.1975,16.6713
1/22/2015,1,-1.8650,-0.4621,0.3582,12.4035,50.8260,17.4895,15.8640
1/22/2015,2,-1.9514,-0.4745,0.3582,12.3325,43.6603,17.1505,15.9898
1/22/2015,3,-2.0017,-0.2256,0.3583,10.3192,53.9128,15.6005,14.3133
1/22/2015,4,-1.7354,-0.6221,0.3561,10.2422,52.7783,15.0222,13.6202
1/22/2015,5,-2.0552,-0.4452,0.3583,10.6752,37.6998,15.5393,14.2928
1/22/2015,6,-1.9459,-0.5642,0.3518,9.1157,48.8978,14.1183,12.4838
1/22/2015,7,-2.0069,-0.5430,0.3511,9.2832,48.7798,13.8412,12.0810
1/22/2015,8,22.0422,181.1334,11.3165,8.0044,58.6717,12.9222,11.2107
1/22/2015,9,188.8782,727.3011,39.8959,9.2813,44.2773,14.1617,12.9212
1/22/2015,10,395.6118,927.3856,52.8608,11.7822,31.9848,17.6460,16.5668
1/22/2015,11,561.2376,1006.0785,60.1986,13.0365,17.1132,19.6657,18.4890
1/22/2015,12,671.0987,1038.6617,63.8172,12.8713,13.8122,19.7545,18.4650
1/22/2015,13,719.1696,1060.0535,63.6644,13.0225,13.4362,19.9527,18.5945
1/22/2015,14,680.7166,1034.6688,64.2023,14.1973,12.9530,21.1372,19.7563
1/22/2015,15,584.8147,1002.8329,61.6849,15.5125,12.4305,22.5037,21.0567
1/22/2015,16,428.8176,937.3044,55.1030,16.0453,12.4392,22.8188,21.3218
1/22/2015,17,231.1191,789.0222,43.0265,16.3040,12.7780,22.0977,21.2915
1/22/2015,18,43.5098,313.8575,16.9617,14.8583,15.2730,20.0287,19.1605
1/22/2015,19,-2.2686,-0.4305,0.4232,13.3937,19.3600,18.3382,17.1615
1/22/2015,20,-2.1698,-0.4305,0.3582,11.9012,29.8858,16.9128,15.4385
1/22/2015,21,-1.9086,-0.5245,0.3582,11.2595,32.6268,16.0560,15.1455
1/22/2015,22,-1.7500,-0.3162,0.3583,10.2810,36.3653,15.1558,14.5707
1/22/2015,23,-1.7267,-0.4289,0.3583,9.9288,36.2147,14.6668,14.0960
1/23/2015,0,-1.8091,-0.4234,0.3583,9.8993,33.9143,14.6500,13.9987
1/23/2015,1,-1.8064,-0.3962,0.3583,9.5425,34.5833,14.3223,13.4850
1/23/2015,2,-1.8091,-0.3744,0.3583,8.9382,34.7960,13.8237,12.8472
1/23/2015,3,-1.8975,-0.2837,0.3580,8.0120,37.8353,12.9488,11.7867
1/23/2015,4,-1.8786,-0.3990,0.3572,7.6232,38.1253,12.4952,11.3083
1/23/2015,5,-1.8044,-0.4292,0.3515,6.6682,41.3602,11.5422,10.3638
1/23/2015,6,-1.8059,-0.3713,0.3503,6.5787,40.4880,11.4898,10.2240
1/23/2015,7,-1.6961,-0.3477,0.3370,6.2663,40.6663,11.1312,9.9633
1/23/2015,8,24.4002,216.8701,11.0177,6.4714,41.0760,11.3572,10.2793
1/23/2015,9,193.3573,741.7003,41.2788,7.4805,39.8572,12.6563,11.8420
1/23/2015,10,404.5535,800.2338,111.6309,9.6091,30.5523,15.5332,14.9618
1/23/2015,11,479.2403,561.6882,200.0277,11.1397,25.9682,17.5868,17.4643
1/23/2015,12,630.5472,712.9589,210.9260,13.8173,21.1955,20.4972,21.4372
1/23/2015,13,729.7673,1031.9552,90.5568,16.2835,15.9150,23.9117,24.9500
1/23/2015,14,549.3947,650.2073,158.9483,17.2383,14.9458,25.1162,25.2470
1/23/2015,15,272.9959,30.6248,262.9150,16.1463,18.1210,22.7475,22.2913
1/23/2015,16,305.7711,180.3217,244.9294,15.9277,17.8837,22.1820,21.4020
1/23/2015,17,133.5044,187.0692,95.9383,15.6712,17.0712,21.4815,20.4622
1/23/2015,18,39.3712,51.2561,35.5365,14.6787,20.6547,20.0333,18.9028
1/23/2015,19,-1.9563,-0.4305,0.4273,13.4635,25.1960,18.3528,17.1382
1/23/2015,20,-2.1064,-0.4945,0.3582,12.7570,26.2625,17.5550,16.0535
1/23/2015,21,-2.0054,-0.4658,0.3452,11.9542,28.4833,16.9445,15.1292
1/23/2015,22,-1.7641,-0.3632,0.3459,10.5630,31.0045,15.8047,14.2465
1/23/2015,23,-1.7761,-0.4685,0.3057,9.7345,32.0110,14.7335,13.2573
1/24/2015,0,-1.7909,-0.4603,0.3022,10.3548,30.2952,15.3030,13.2888
1/24/2015,1,-1.9717,-0.4305,0.3187,9.1333,32.8935,14.2515,12.4145
1/24/2015,2,-1.9267,-0.4304,0.3197,9.0373,31.4377,13.9132,12.1080
1/24/2015,3,-1.9673,-0.3962,0.3184,8.2604,32.8210,13.2587,11.5868
1/24/2015,4,-1.8663,-0.4308,0.2265,8.0012,31.7222,12.8818,11.0605
1/24/2015,5,-1.8659,-0.3710,0.2719,7.6682,30.2405,12.6358,11.0205
1/24/2015,6,-1.8257,-0.6149,0.2667,8.4118,26.2588,13.1655,11.5950
1/24/2015,7,-1.8638,-0.4144,0.3211,9.3758,20.9950,14.1810,12.9433
1/24/2015,8,15.4862,84.0916,9.5236,9.1820,21.2322,13.9417,12.7107
1/24/2015,9,199.9315,768.3966,39.8694,10.7908,18.6398,15.8917,14.9785
1/24/2015,10,368.9895,810.4771,66.2621,13.2322,14.9198,18.7610,18.1095
1/24/2015,11,529.1071,848.7555,98.4023,15.9310,12.3803,21.9080,21.5807
1/24/2015,12,555.8210,735.7929,121.5587,17.1640,10.9157,23.5958,23.3127
1/24/2015,13,715.6484,1043.6265,64.3079,19.2348,9.8540,25.5828,25.4100
1/24/2015,14,686.8331,1037.8527,62.5928,20.9657,9.1350,27.7247,27.7018
1/24/2015,15,593.3322,1005.6058,64.0831,21.7797,9.4535,28.2487,28.2807
1/24/2015,16,394.3457,731.0450,101.2453,22.8067,8.7618,28.9460,29.1513
1/24/2015,17,226.2702,651.5018,66.7754,21.8420,9.9757,27.4833,27.1105
1/24/2015,18,41.5677,218.2115,22.8204,20.2362,11.6628,25.2697,24.4708
1/24/2015,19,-2.2966,-0.4275,0.4847,18.2390,11.9412,22.9895,22.0695
1/24/2015,20,-2.2544,-0.2858,0.3582,15.6443,14.7278,20.7383,19.6737
1/24/2015,21,-2.0729,-0.4305,0.3568,14.7822,14.2628,19.6968,18.4853
1/24/2015,22,-1.9671,-0.4325,0.3395,14.2998,15.8562,19.3290,17.7615
1/24/2015,23,-1.8558,-0.6047,0.3394,14.7028,14.0558,19.4875,18.1535
1/25/2015,0,-1.9410,-0.2209,0.3582,14.3950,14.9180,19.6087,18.4358
1/25/2015,1,-1.7650,-0.3726,0.3450,12.9880,16.6460,17.9572,16.6630
1/25/2015,2,-1.9324,-0.4812,0.3219,12.7465,15.5988,17.5870,16.1547
1/25/2015,3,-1.8473,-0.4396,0.3564,13.3728,13.5613,18.3130,16.8803
1/25/2015,4,-1.7198,-0.4271,0.3255,13.1478,13.7065,18.2492,16.7933
1/25/2015,5,-1.6778,-0.2756,0.3188,11.9930,19.1672,17.2262,15.8097
1/25/2015,6,-1.6917,-0.4022,0.3270,12.8887,15.1512,17.8617,16.6272
1/25/2015,7,-1.9103,-0.4263,0.3582,12.0713,16.2607,17.1813,15.9422
1/25/2015,8,8.5399,-0.2013,10.6432,11.4180,18.2765,16.5958,15.1907
1/25/2015,9,58.4535,4.6250,59.7922,10.7655,21.1235,16.2352,15.0565
1/25/2015,10,143.3403,0.5643,146.0467,11.4565,21.9058,17.0317,16.2888
1/25/2015,11,309.2467,58.7968,282.5110,12.8918,22.1020,18.8767,18.6988
1/25/2015,12,385.1864,88.0616,338.3656,15.8970,18.3167,22.2965,22.5935
1/25/2015,13,522.6533,220.5015,388.0923,18.0920,15.7733,24.5522,25.2215
1/25/2015,14,369.2653,72.8131,331.2016,20.4262,12.4777,26.8928,27.6987
1/25/2015,15,308.1434,20.4114,304.1291,21.6145,10.7440,27.6028,28.1803
1/25/2015,16,368.2506,330.8969,244.1691,22.8568,10.0802,28.8563,29.2927
1/25/2015,17,191.3044,281.6723,120.6116,23.0910,9.6398,28.8702,28.6775
1/25/2015,18,24.8844,5.6088,27.9928,21.4002,11.1517,26.5595,25.6648
1/25/2015,19,-2.1886,-0.4227,0.4630,20.1317,12.6167,24.9748,23.7075
1/25/2015,20,-2.2115,-0.3709,0.3430,18.9213,14.7353,23.8012,22.5537
1/25/2015,21,-2.1614,-0.4302,0.3526,17.8187,16.4807,22.6345,21.0147
1/25/2015,22,-2.0047,-0.4305,0.3557,16.1807,18.5763,21.2577,19.7523
1/25/2015,23,-1.6772,-0.4255,0.3572,15.4505,20.4737,20.6145,19.1062
1/26/2015,0,-1.6635,-0.4214,0.3251,15.6077,20.7690,20.5958,19.3562
1/26/2015,1,-1.7050,-0.4217,0.3434,16.3828,19.7722,21.3683,20.2053
1/26/2015,2,-1.6489,-0.3217,0.3283,16.2772,20.2972,21.5050,20.1717
1/26/2015,3,-1.7704,-0.2405,0.3205,15.2412,23.3945,20.6872,19.3922
1/26/2015,4,-1.5820,-0.3430,0.3292,13.8188,26.5380,19.0508,17.7977
1/26/2015,5,-1.5102,-0.3584,0.2429,14.0182,27.2760,19.1747,17.7370
1/26/2015,6,-1.6638,-0.3995,0.2909,14.1333,27.0513,19.2957,17.7210
1/26/2015,7,-1.4351,-0.2948,0.2707,14.2353,26.8120,19.5095,18.1032
1/26/2015,8,15.7586,-0.2773,17.4047,14.3037,28.0902,19.5795,18.3532
1/26/2015,9,62.9718,-0.1186,64.9576,14.7707,27.7242,20.1837,19.2055
1/26/2015,10,80.4999,0.0056,83.1795,17.0292,23.4645,22.4663,21.6452
1/26/2015,11,90.5265,0.2461,93.6993,17.6400,23.8518,23.2077,22.4837
1/26/2015,12,149.2059,0.4200,154.0602,17.2050,28.3265,23.1652,22.9440
1/26/2015,13,130.8583,0.4368,135.8325,15.8867,41.2298,21.0715,20.7748
1/26/2015,14,290.2700,1.3056,293.9466,17.2098,43.2380,22.8528,23.0813
1/26/2015,15,345.1366,160.8587,269.7954,18.7773,32.9947,24.8250,25.5092
1/26/2015,16,281.9556,171.3632,208.2168,20.2322,29.9107,27.0155,27.7895
1/26/2015,17,110.7546,2.2253,114.0812,19.5253,30.6278,25.1677,25.2505
1/26/2015,18,18.3930,2.5283,20.6297,18.6378,31.5025,24.0778,23.2195
1/26/2015,19,-1.3626,-0.0530,0.3851,17.1240,31.2510,22.4757,21.3498
1/26/2015,20,-1.3616,-0.2107,0.3542,16.4733,33.5010,21.8008,20.6288
1/26/2015,21,-1.5128,-0.3865,0.2624,16.0803,38.2847,21.3645,20.3127
1/26/2015,22,-1.9073,-0.9447,0.6770,14.8198,51.2387,19.4587,18.5637
1/26/2015,23,-1.4455,-0.2040,0.3513,13.9348,56.9128,19.2647,18.2092
1/27/2015,0,-1.6487,-0.4204,0.3409,13.7508,56.2885,18.8407,17.3670
1/27/2015,1,-1.6737,-0.4305,0.2759,13.6768,55.9330,18.8612,17.1860
1/27/2015,2,-1.6176,-0.3476,0.3355,13.2960,58.8265,18.5637,17.0873
1/27/2015,3,-1.3958,-0.2036,0.2639,12.2810,65.3483,17.6477,16.4138
1/27/2015,4,-1.1842,-0.1147,0.1306,12.3613,65.0718,17.8765,16.5982
